regulator,coef_tumor,sem_tumor
CAB39,0.004780214012084,0.0003103828004673
PRKCH,0.0047196825606286,0.0001326070979405
TESPA1,0.0047167708415258,0.000220707209474
NFRKB,0.0047135982211777,0.0004086203834438
HIRIP3,0.0046973724173796,0.0003946385654411
ZFYVE21,0.0046756210737493,0.00012343616477
SDR39U1,0.0046323738313464,0.0001989769377412
SUMO2,0.0046013054034035,0.0003462237597028
TADA2B,0.0045994907062884,0.0002325768849662
INO80D,0.0045438747942809,0.0001501849594386
PSIP1,0.0045370959345831,0.0003215613739196
RB1CC1,0.0045165102981584,0.0002562475330385
ZBTB39,0.0045113460641805,0.0001733914005541
PKNOX1,0.0044731366249643,0.000264821165928
CHIC2,0.0044664631543107,0.0001476970844105
HOXB2,0.0044528422284839,0.0003455808649023
CHD7,0.0044457803841528,0.0002904410863905
TRIM33,0.0044436990574737,0.000394441377986
PFDN4,0.0044315509753056,0.000282373894195
GORASP2,0.0044105099362277,0.0002965668561734
PPCDC,0.0043959168775738,0.0004237210686276
ASH1L,0.0043638654095933,0.0003591361300078
TRAF2,0.0043157708464144,9.692963293729004e-05
NAA30,0.0043098217022923,0.0003167503133332
SPRING1,0.0043072021418086,0.0002393391623614
PCBP2,0.0043069044271255,0.0001728151029173
ZMAT1,0.0043028477439213,0.0003049812292644
NR2C2,0.0042893975426496,0.0001515735200578
PALS2,0.0042670715555851,0.0002753407097777
PYGM,0.0042594376056223,0.0002612760282735
H2BC10,0.0042577407459995,0.0002108310817075
ZBTB1,0.0042516680157137,0.0001272212221047
MAN1A1,0.0042510392400195,0.0001825492268561
ZNF579,0.0042259279349686,9.047869325788047e-05
CLCC1,0.0042024181674884,0.0001863340644258
CWC27,0.0042004894651335,0.000250590049203
FLI1,0.0041980077916564,0.0004018532194449
SNAP23,0.0041552937093847,0.0001703672647443
APAF1,0.0041107989235742,0.000458330440622
PHOSPHO2,0.0041057690034471,0.0003650577461481
PLA2G12A,0.004105670639842,0.0002900168388844
MAN2A2,0.0040895742893566,0.0004176383958851
KMT2B,0.0040740489253859,0.0002518756591069
NDUFA5,0.0040686450810658,0.0005115440864705
CNOT9,0.0040444515603372,0.0002534391724069
ZNF177,0.0040405656176216,0.0002000278471266
TTC4,0.0040018823193715,0.0001107681549362
FBXO32,0.0039878750789742,0.0001872844052178
SLC4A1AP,0.0039859638435445,0.0001738630684795
CTSF,0.0039548322019559,0.0001477999081139
LSM12,0.0039498630544781,0.0001830545347221
FBXL15,0.0039105267381527,0.0001203302696558
